Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2000,0,0,3.091564092,0,0,0,0,43.86411637,0,0,0,17.90589154,28.004521,0,0,26.74379396,0,0,0,0,2.333087422,12.70859543,0,38.80325829,28.08604867,0,50.42090924,39.80315287,0,0,10.81764721,0,0,0,33.28240003,33.48793381,0,47.08562732,0,0,0,0,0,0,0,0,39.62097455,36.19974836,0,0,0,30.8044316,31.88498359,21.60695186,0,0,39.66766034,25.65260852,0,30.22097236,0,28.93564191,0,33.24318872,0,0,30.57489935,0,41.18116456,34.26664186,0,32.03196774,0,33.27396053,0,25.87334364,0,0,0,33.50762609,57.18525461,0,0,0,0,0,0,30.57489935,0,0,60.28068447,0,0,32.03196774,0,0,0,46.88876306,0,35.55646245,36.19974836,0,0,0,0,0,0,28.92650465,0,38.15294718,7.502704346,0,48.52759411,27.62884063,24.62668145,36.19974836,33.62792778,32.29810781,40.10272131,0,0,0,0,11.80053293,30.2687276,0,39.97008392,0,25.56333301,0,0,11.72137016,39.97008392,0,0,0,56.7505742,0,0,26.3534678,38.35564468,33.28240003,32.06110208,40.19008418,69.38555798,0,0,0,45.26574669,0,12.70424319,0,62.12800079,0,0,0,43.36698444,33.25984384,32.8393885,0,0,36.02199121,0,0,0,42.66476553,0,24.80069352,3.182632772,24.09399201,0,0,0,53.98047668,27.25131438,27.52092949,32.15255895,0,0,31.91353837,0,0,0,0,39.97008392,27.60255621,0,9.228372139,31.44497218,0,0,0,31.94209315,0,0,0,31.91353837,0,0,33.21241691,30.9390529,0,32.15255895,0,0,0,18.04311541,0,0,33.67496538,0,0,0,0,0,0,0,0,0,28.95723514,0,32.12184234,0,0,5.161290323,0,0,0,30.22097236,0,0,42.0507041,54.7682747,0,39.97008392,0,0,0,32.15255895,0,0,38.55834217,0,0,0,0,32.67176384,0,35.13703856,3.182632772,0,19.04515174,0,0,0,0,0,0,0,0,0,34.53339618,0,0
2001,0,0,21.08157208,0,0,0,0,43.82531463,0,0,0,24.27576129,27.17599754,0,0,25.62386718,0,0,24.82917924,0,2.4145469,10.22294725,0,36.44829427,28.36530376,0,48.64667469,40.52066357,0,0,6.342173316,0,0,0,34.01704324,34.58536593,0,46.89099794,0,23.40712161,0,0,22.60828177,0,0,0,39.86305126,30.67257618,0,0,0,31.15606467,26.77486953,22.13827584,0,0,40.65477488,35.34665847,0,26.09021283,0,27.04402357,0,33.85647431,0,0,31.22882351,0,40.27060124,35.81021088,9.838655186,32.87580561,0,33.69590538,0,25.02947139,0,0,0,32.98814093,57.63879508,14.80272546,0,0,34.9538631,0,0,31.22882351,0,0,53.2079913,0,0,32.27182087,0,0,0,46.40522876,0,34.01704324,37.27834383,0,0,0,25.91196939,0,0,30.1500645,0,37.11907801,5.57017813,0,44.40619861,27.31949062,23.51485353,38.1083934,34.51828501,32.92437839,42.96629605,0,0,0,0,13.19060773,32.15441518,0,40.63098516,0,28.48490539,0,0,11.84336031,40.74130674,0,0,0,57.00386751,0,0,27.50460058,38.73641956,36.5430279,30.65645668,40.73336335,68.17533364,0,0,0,43.78760194,0,12.79329609,0,0,0,0,0,45.77073563,34.1396718,27.9978343,0,0,40.03531515,0,0,0,42.1725477,0,22.42188655,3.129721412,23.96891949,0,0,0,53.2969969,28.89022416,27.80468984,32.49777879,0,28.93517435,31.69161935,0,34.9538631,0,0,40.74130674,26.09021283,0,12.07796614,30.99149974,0,0,0,32.38922656,0,0,0,31.22882351,0,0,33.36238467,35.01326074,0,31.32392164,0,0,0,18.41319276,0,0,33.09078309,0,0,0,0,0,0,34.9538631,0,0,29.88541102,0,34.75325369,0,0,0,0,0,0,26.09021283,0,0,38.73641956,53.09148352,0,40.74130674,0,0,0,31.32392164,0,23.23675896,38.4421787,0,0,0,0,27.83997923,0,45.46313251,3.129721412,0,19.08011859,0,0,0,0,0,33.03946201,0,0,0,33.10369124,0,0
2002,0,0,7.153502967,43.07440695,0,0,0,37.44587073,0,0,0,25.43344668,28.08668614,0,0,24.23215648,0,37.3689477,25.18764075,0,2.554353125,11.50261823,0,36.07239218,27.27973952,0,47.7814564,40.6483489,0,0,10.40723508,0,0,0,33.95400359,33.30824658,0,49.15025337,0,22.05806885,0,0,21.05836576,0,0,0,0,32.23622507,0,0,0,31.97718731,26.08976813,22.34056806,0,0,41.8987778,35.61347968,0,27.82777164,29.81141676,29.2214015,0,33.84531666,0,22.13885044,32.33794157,0,40.86276333,35.27936909,12.63409401,32.67242268,0,34.30407817,0,25.42008626,0,0,0,34.07653678,60.94431294,20.90999248,0,0,32.19441771,0,0,32.47823804,0,0,55.20079322,0,0,32.47823804,0,0,0,43.44400388,0,33.84531666,37.32980665,0,0,0,29.93284527,0,0,30.36666495,0,38.23826806,4.267076729,0,45.53849281,28.9011527,23.74878221,38.25855303,32.11787775,36.29558797,37.98151879,0,0,29.68998825,0,17.85069524,32.21930257,0,40.6483489,0,43.74419727,0,0,14.34214302,42.12630781,0,0,0,56.12476498,28.26544628,0,26.84090432,38.36979693,36.72384365,29.91683863,38.48104082,74.50898487,0,40.74084837,0,41.996892,0,12.49262102,0,0,0,33.7110509,0,45.04621228,33.24612867,22.0776943,34.66581016,0,33.87619708,0,0,0,43.32589024,0,21.59877386,3.517330501,20.64712563,0,0,0,54.2645388,29.33045285,27.91212481,32.3346863,0,29.2214015,32.46465943,0,32.19441771,0,0,43.60426673,25.96555503,0,12.85685406,32.67242268,0,0,0,32.46465943,0,0,0,32.21526314,0,0,34.06269051,28.30147722,0,31.35067562,0,0,0,18.52421652,0,0,39.23721092,25.09553825,0,0,0,0,0,32.19441771,0,0,31.47713986,32.2112237,37.34005742,0,0,0,0,0,0,27.82777164,0,0,42.27192832,0,0,42.12630781,0,34.66581016,0,31.35067562,0,26.2138971,37.21374256,0,0,0,0,26.52549572,0,45.74836889,3.517330501,0,17.85125554,0,0,0,0,0,32.57533036,0,0,0,33.7110509,0,0
2003,0,0,7.749277521,45.67802502,0,0,0,34.25135202,0,0,0,25.82070914,28.00875916,0,0,24.58611821,0,33.8215748,32.35985767,0,2.681691125,9.577183442,0,34.43745628,26.7923029,0,45.56258774,41.85339405,40.74288091,0,17.38321959,0,0,0,34.30041185,33.70900692,0,49.04404569,0,19.66109564,0,0,16.69111654,23.99610963,0,0,0,28.85490516,0,0,0,35.48550976,23.66912161,22.30296921,0,0,41.47730502,41.9051949,0,32.14952844,32.35985767,30.09355275,0,33.94353255,0,21.50083002,32.57948642,0,43.03507381,33.74086096,12.02419466,33.08453542,0,36.03919066,0,25.50828407,0,0,0,34.14620414,54.02335798,33.50608629,0,0,38.96981891,0,0,31.32101955,0,0,55.98725014,0,0,32.99330573,0,44.7819688,0,45.31688492,0,36.14329948,36.81150306,0,0,0,32.14952844,0,0,30.20371532,0,38.2843876,4.360201646,0,46.72504625,29.87259457,22.89248033,38.02919261,31.85473126,37.15350964,40.84073187,0,0,32.48400924,0,18.55246523,31.21739232,0,43.25925285,0,46.24071707,0,0,11.90891074,43.89238153,0,0,0,53.66798491,32.35985767,0,28.20162744,40.04958905,34.85996274,30.1192041,41.41824377,78.53657031,0,43.25306645,0,45.60514044,20.48016083,12.90027447,0,0,0,34.25135202,0,36.94201948,33.27018739,19.2875473,34.18845365,0,35.40917631,0,0,0,46.17748556,0,18.14098134,3.573926261,20.42960022,0,0,0,51.78280413,29.58126048,27.68303044,31.09697483,0,28.96971319,32.57948642,0,33.74086096,0,0,44.5255102,25.17802883,0,0,33.08453542,0,0,0,32.81069589,0,0,0,31.26920593,0,0,36.81150306,31.25252293,0,31.72841625,0,0,0,24.750348,0,0,43.25925285,24.62822343,0,0,0,0,0,33.74086096,0,0,32.99330573,32.34827694,37.36503519,0,0,0,0,0,0,32.14952844,40.84073187,0,40.04958905,57.37115574,0,43.89238153,0,34.18845365,0,31.72841625,0,19.68061771,36.52217605,0,0,0,0,22.88540723,36.6594576,49.08917569,3.573926261,0,18.55151322,0,0,0,0,0,33.6075466,0,0,0,35.2897226,29.57217326,0
2004,0,0,7.687416546,48.69625951,0,0,0,37.16692016,31.32118082,0,0,25.3209955,28.03255079,0,0,25.14467148,0,37.86411627,28.94877543,0,2.453620586,12.40175634,0,34.56478342,29.98067162,0,45.30627124,43.09446963,44.35581583,0,7.232258241,0,24.78053537,0,35.54222063,34.56594948,0,45.25747158,0,18.26943671,0,0,10.04821343,0,0,0,38.04559211,29.42851905,0,0,0,38.14717365,27.50957953,22.13882166,0,0,40.05359563,41.21020908,0,28.20980842,34.91582331,29.08580055,0,34.56536645,0,21.6467817,32.39934651,0,43.59118914,35.63309246,10.10654831,34.91312237,0,35.67590873,42.36063812,25.04246413,0,0,0,33.08662361,46.84632697,34.91582331,0,0,36.13981903,0,0,30.01088349,0,0,57.87282383,0,0,33.40611824,0,43.80033352,0,45.36734562,0,38.36999078,37.90236736,37.00275923,0,0,32.03635663,0,0,29.7148342,0,38.53926524,3.328481348,0,47.99963005,30.75009262,23.42086031,37.90236736,37.01406416,35.51299289,39.94472042,0,0,37.70972334,0,20.35937032,30.30063131,0,43.09446963,0,45.07806808,0,0,17.15885951,43.44740157,0,0,0,59.84277309,32.0006337,0,31.29197011,39.24199283,33.72561287,32.66461015,40.09210727,82.26241219,0,41.30567431,0,47.6092918,16.44445764,13.23443008,0,0,0,36.99145431,0,41.86425739,36.1350854,23.25687488,37.00275923,0,0,0,0,0,46.17667753,0,17.98124711,3.496312771,18.81439448,0,0,0,50.51079269,29.72098539,26.36664417,32.51111674,0,29.08580055,32.39934651,0,35.88645574,0,0,44.76866245,24.38326022,0,0,35.4513488,0,0,0,32.39934651,0,0,0,30.1557574,0,0,34.37489594,25.78886227,0,31.11297547,0,0,0,23.63218139,0,0,41.60818127,23.12827013,0,0,0,0,0,35.88645574,0,0,35.67195609,32.28131562,36.76491327,0,0,0,0,0,0,28.20980842,37.69803461,42.41364371,40.0908076,54.09016733,0,43.44740157,0,37.00275923,0,31.11297547,0,20.95467074,36.99145431,0,0,0,0,21.49893409,37.90236736,50.80522659,3.496312771,0,20.36058847,0,0,0,0,0,34.91582331,0,0,0,36.18983384,31.49015067,0
2005,0,0,6.537796378,0,0,0,0,37.23322265,32.26068978,0,0,24.17979737,27.66515702,0,0,25.25619075,0,37.29562516,27.49813923,42.89022907,0,16.3188256,22.67168518,33.58006881,32.96231977,0,48.20846464,41.52291838,45.86188581,0,11.78502133,0,0,0,37.10763954,34.45661226,0,41.27135327,77.68765996,19.4866133,0,0,7.076434919,0,0,41.09008332,37.81557267,26.2427484,0,0,0,36.81988917,27.62248336,22.78915597,0,0,39.15110896,47.87976767,0,33.81532113,35.378837,29.58000165,0,34.11264226,0,23.88045554,33.24864125,0,42.92416607,37.10763954,10.64383112,35.51049618,0,35.51049618,41.77920931,24.58572369,0,0,0,30.93599661,57.95300497,35.90354124,0,0,42.3840394,0,0,30.19034913,0,0,51.68763141,0,0,33.25408821,0,42.272333,0,45.38206396,0,37.36065881,37.81557267,37.23322265,0,0,0,0,0,30.76228968,0,39.09763462,3.024225563,0,37.09532374,30.77556307,23.77165387,37.61760651,43.6651436,33.25953517,0,0,0,36.90330209,0,20.38510879,29.58000165,0,41.89762569,0,39.86730144,16.57816145,0,15.4047794,41.52291838,0,0,0,55.28283536,32.43488935,0,30.98876066,38.75423855,33.24864125,32.25431749,42.42210401,79.00239325,0,38.41084248,0,47.25506892,17.65473859,8.545402914,0,0,0,36.29087873,39.76837241,39.59406006,37.19099975,30.72734017,37.35086061,0,0,0,0,0,48.79580833,0,20.30046189,3.167209917,26.19727664,0,0,0,50.63392806,29.706945,24.7247611,33.88101804,0,27.25529475,32.07945473,0,36.96376436,0,0,40.48589017,23.212359,0,0,36.52198436,0,0,0,33.76867225,35.5665737,0,0,29.94864706,0,0,37.78762172,23.62254214,0,32.32165386,0,0,0,23.40739208,0,0,44.32152055,25.77118666,0,0,0,0,0,36.96376436,0,0,34.70884417,32.07945473,35.87262597,0,0,35.60726624,0,0,0,33.81532113,37.15480304,48.30640091,40.12462982,0,0,41.52291838,0,37.35086061,0,32.32165386,0,14.86789029,36.29087873,0,0,0,0,27.95727412,37.81557267,50.65148234,3.167209917,0,20.9525008,0,0,0,0,0,34.94997223,0,0,0,35.19110029,29.50812896,0
2006,0,5.758616984,3.551998261,0,0,0,0,35.8916893,30.1708626,0,0,23.62786903,27.12215192,0,0,25.35377421,0,34.24016088,28.60587854,46.24492722,0,26.12498916,50.60084198,38.32403692,34.96482203,0,33.11541355,31.72363108,44.45102289,0,12.28751283,8.828866887,0,0,36.35219204,34.16340908,0,34.36518618,56.78959219,18.41263039,0,0,5.158449747,0,0,29.92276419,37.15126979,26.18971274,0,0,0,36.58810135,26.70917145,22.70824672,0,0,40.29593542,53.90047437,0,0,34.86355057,27.9118438,0,34.61763111,0,19.90929368,32.18452043,0,41.31751134,37.79453083,17.04759462,35.07185313,0,35.07185313,42.22242928,24.09915955,0,0,0,31.27770283,50.65739532,36.55870437,0,0,52.32221388,0,1.371231099,31.25523368,0,0,56.34670561,0,0,32.16889822,0,42.25816768,0,45.5699795,0,35.33436605,36.35219204,35.30094556,0,0,0,0,0,28.49027429,0,38.74364008,2.668407753,0,36.8943606,29.40398186,23.67614902,39.17072221,46.33740657,31.60419649,0,0,0,40.27556402,0,24.53772987,27.9118438,0,38.160996,0,32.36155044,23.77144186,0,16.21840674,37.15126979,0,0,0,51.13220277,33.24635347,0,29.74415319,37.15126979,33.07879703,31.71601509,41.77230373,79.5521772,0,37.91861813,0,50.03319923,11.90842101,8.999623241,0,0,0,35.59631743,39.98766701,15.34676573,37.34775343,0,33.69899031,0,33.3772934,0,0,0,48.71567531,0,16.20300383,2.817741731,19.16445545,0,0,0,49.47418062,28.89433038,23.41405922,37.03892918,0,26.39997491,31.60419649,0,36.58810135,0,0,36.68027743,25.07888764,0,0,36.88097813,0,0,0,34.09188871,35.30094556,0,0,31.29753411,0,0,36.35219204,20.60795426,0,28.60587854,0,0,0,22.20697487,0,0,44.59467544,24.78675784,0,0,0,0,0,36.58810135,0,0,32.15327601,32.18452043,36.06672614,0,0,35.15406054,0,0,0,36.65676325,39.15585197,45.28021289,39.93623311,0,0,37.15126979,0,33.69899031,0,28.60587854,0,13.20870327,35.03643017,0,0,0,0,31.31736539,36.91577361,50.6154167,2.817741731,0,24.66438863,0,0,0,0,0,33.73459106,0,0,0,34.42615557,32.76052129,0
2007,0,4.312935694,4.125171271,0,0,0,0,33.92856589,41.05081187,0,0,23.18546496,26.76932358,0,0,25.41102237,0,33.0848629,28.1825696,42.65854374,0,29.09428658,49.38663752,34.19328021,32.26880138,0,49.30806143,31.92234727,43.03306108,0,8.85298216,10.71285387,0,0,34.61825667,33.73587456,0,34.34201873,37.73707808,15.76067978,0,0,6.934103748,0,0,32.36966065,38.3532831,25.59546785,0,0,0,35.14747995,27.11989707,24.02152255,0,0,38.70038582,55.76248685,0,0,0,25.88560409,42.34308893,34.19328021,0,19.39985782,32.71817593,0,37.83569876,37.20980027,15.74369753,33.91619696,0,33.91619696,0,23.55267417,0,0,0,31.1703485,55.95071735,33.83689461,0,0,38.63693865,0,1.311096345,31.1892387,0,0,58.53974315,0,0,32.68408117,0,42.33402332,0,44.85675811,0,34.59120837,36.93451486,34.71825397,0,0,0,0,0,24.90025617,0,37.83916651,2.636891401,0,34.97042481,30.52808168,22.74792195,36.60746746,47.130807,31.73122717,0,0,0,40.41627204,0,39.97437837,26.82273545,0,40.34365321,0,34.81825127,18.02015865,0,16.79882783,38.3532831,0,0,0,48.09248186,32.06412116,34.19328021,30.2913477,37.49932017,33.74647566,32.69906235,41.9837049,79.06919742,0,41.33937032,0,48.92216657,20.12856524,8.066678169,0,0,0,35.88515979,42.03197615,32.39147187,37.66752656,0,34.39148865,0,20.43248211,0,0,0,52.60256546,0,15.03060019,2.43646851,20.41671821,0,0,0,49.50469253,28.65944952,24.23396986,37.8589833,0,25.88560409,31.73122717,0,35.14747995,0,0,35.88515979,23.84974706,0,0,37.26156226,0,0,0,32.71817593,38.1765139,0,0,31.1797936,0,0,34.61825667,23.97584462,0,28.1825696,0,0,0,23.25554815,0,0,42.55836946,26.05885295,0,42.65420171,0,0,0,35.14747995,0,0,32.64998642,33.07263026,35.47033424,0,0,42.56300673,0,0,0,30.79341257,42.03197615,45.70754913,39.7559505,0,0,38.3532831,0,34.39148865,0,28.1825696,0,14.58346825,33.96472603,0,0,0,0,29.23823108,37.73707808,51.06265961,2.43646851,0,39.97512607,0,0,0,0,0,33.74647566,0,0,0,33.68098629,28.71155279,0
2008,0,1.780590429,4.846148961,0,0,0,0,31.67697457,43.44918958,0,0,22.56326021,26.41486132,12.64781387,0,24.44099985,0,38.65520916,27.61461607,44.9986715,0,11.08694009,46.34197991,30.17449417,31.45814007,0,0,27.13438505,41.95522083,0,10.22849172,15.21360267,33.62920121,0,33.45432149,32.93455923,0,39.07812297,56.86332561,17.3370947,0,0,4.63856317,28.73448699,0,31.78406184,37.44949963,24.83859941,0,0,0,36.45674797,26.87971049,23.8904721,0,0,37.13843798,57.816083,0,27.14888423,31.90598411,25.98612066,39.6889842,33.33604523,0,20.20663117,31.74908561,0,39.69411284,33.3760935,12.58932477,33.33604523,0,33.33604523,0,22.89950892,0,5.715860814,0,29.14207866,46.89453939,33.0778529,0,0,38.11291529,0,0.991255287,30.97579785,0,0,58.1415752,0,0,32.12470868,0,39.78129046,0,44.76681577,0,32.1144237,36.72982122,34.64868516,0,0,27.14888423,0,0,26.26400617,0,35.91272258,2.30016679,0,31.50313506,32.13499365,21.65069265,36.59940622,38.0086105,34.43247848,0,0,0,41.6702382,0,14.35568304,26.70105596,0,37.44949963,0,38.65385261,14.52292245,0,16.49010674,38.2638113,0,0,0,44.63473862,31.87518319,32.7400626,28.23702871,37.13849162,33.17011501,30.40904424,38.07968165,84.79503046,0,40.21563986,0,50.30288045,16.81407422,8.598365299,0,21.7907173,7.929178929,33.0778529,37.41674701,30.28872479,37.16000316,0,35.2054414,0,25.27118536,0,0,0,52.65738549,0,15.86140688,2.47290091,19.31052274,0,0,0,50.00988218,27.36584859,21.27977638,37.31062961,0,23.9575786,31.36669964,0,33.3760935,0,0,37.13074271,21.41281539,16.03468353,0,38.10949947,0,0,0,31.74908561,39.27126125,0,0,30.57514601,0,0,34.64868516,16.35485903,0,27.61461607,0,0,0,21.73983013,0,0,40.65326747,28.26860958,0,41.96122139,0,0,0,33.3760935,0,0,30.98431368,33.45432149,37.07102974,0,0,35.96415755,0,0,0,27.14888423,38.10949947,43.02956296,36.86023622,0,0,38.2638113,0,35.2054414,0,27.61461607,0,13.0777926,32.4022723,35.36876985,0,0,0,31.33806093,36.72982122,47.76191742,2.47290091,0,45.97310171,0,0,0,0,0,32.26863297,0,0,0,31.34882374,31.87518319,0
2009,0,2.999526964,12.04625302,0,0,0,0,29.45870837,40.57230701,0,0,22.65944108,27.01840716,17.81224669,0,25.11810517,0,36.67342943,28.75832228,42.5149032,0,28.39209645,43.30554631,28.83593592,30.70031917,0,0,28.41389768,39.60817192,0,10.38537036,13.92346129,28.68888446,0,34.4144315,32.72735853,0,45.83743028,60.11020983,22.90712064,0,0,12.72779382,26.93813151,0,27.33157905,32.83422408,26.21377407,0,0,0,34.71104061,28.45892705,24.59155521,0,0,37.33827033,57.14098127,0,30.19499113,30.52403754,28.73201376,39.8409712,33.58027671,0,21.90164016,30.76663251,0,38.64245612,34.4144315,10.88944271,33.5795386,0,36.13886076,0,22.94149769,0,4.485217013,0,29.70723107,50.74028879,29.34761485,0,0,31.6031941,0,1.85803749,30.76663251,0,0,56.39238098,0,0,32.19549023,0,39.63756686,0,42.96364297,0,33.58027671,35.73016223,32.34091801,0,0,30.19499113,0,0,23.7764019,0,33.07072356,3.51532159,0,29.66787128,34.34908447,21.06517478,36.97318408,37.56303636,38.524308,0,0,0,35.47088786,0,11.22998549,27.30617367,0.588773294,36.97318408,0,43.64129943,0,0,13.48367748,37.76874905,0,0,0,37.54076128,30.52403754,31.51157585,28.02647042,36.03431596,32.19549023,29.5138237,36.63152944,83.13971023,0,39.91198118,0,45.98387993,18.8747594,10.66964988,0,24.62100745,8.899404436,32.83422408,39.10963539,29.21422312,36.36589248,0,35.35393253,0,30.15785385,0,0,0,50.66302737,29.41367333,15.67241384,3.008888222,22.60243146,0,0,0,49.4300125,27.26156122,24.54750818,37.94330107,0,24.52755539,30.23693179,0,31.6031941,0,0,39.28637649,24.99450178,16.19724958,0,36.03431596,0,0,0,29.17724556,36.39658485,0,0,29.44223831,0,0,33.5795386,22.48273694,0,28.75832228,0,24.73959373,0,26.20792758,0,0,38.56431402,25.83988209,0,43.4870151,0,0,0,31.6031941,0,0,28.95200466,34.54586101,38.81142916,0,0,43.7754148,0,0,0,30.19499113,39.10963539,34.27234984,38.25375512,0,0,37.76874905,0,35.35393253,0,28.75832228,0,15.45436407,33.1448287,35.42600851,0,31.84761194,0,33.87074041,35.91129668,40.54527493,3.008888222,0,43.57285997,0,0,0,0,38.53550296,31.55738497,0,0,0,31.51157585,28.26924013,30.52403754
2010,0,3.030144117,6.013950986,0,0,0,0,28.60367702,42.50342505,0,0,24.35742524,27.21379349,13.55322037,0,25.37908328,0,36.17690597,29.7410428,44.93879281,0,28.64619798,44.85980603,32.31075288,32.42503402,0,0,23.14577725,44.68758153,0,12.25700473,15.38800991,31.29743038,0,36.36773877,33.47135779,0,45.05875642,63.37455078,21.18655209,0,0,5.480916792,27.29317204,0,27.18941665,33.04217349,29.16287172,0,0,0,34.13992635,28.79774567,24.65919477,0,0,36.5745564,57.09618736,0,29.58780048,30.63261803,28.10692006,41.12015879,33.85190354,0,24.23062065,31.49328758,0,42.66882406,35.01031261,9.245123816,34.13992635,0,36.70565591,40.766623,22.19311749,0,4.127168072,0,31.87589048,50.98035599,27.50639894,0,0,0,0,2.120383854,31.48720236,0,0,57.02236948,0,0,32.31077865,0,40.68072684,30.25675118,45.72764669,0,37.30189417,38.59682721,32.91622179,0,0,30.63261803,0,0,21.67563443,0,32.74566683,0,0,29.81912987,34.98380992,22.75520169,42.33854747,44.51712527,36.89783605,14.74096614,0,0,35.29049153,0,14.76401219,28.10692006,0.465269292,40.1802857,0,45.9466269,17.04603839,0,14.89210854,40.03975561,0,0,0,42.60022904,29.76555721,31.84761194,24.03794244,37.33164674,33.56388073,29.58699547,38.29555472,89.30806983,0,46.20946798,0,47.79235212,42.5672763,0,0,25.5309652,9.15712284,32.55051148,41.12015879,30.03663785,37.31219811,0,0,0,28.54298293,0,35.65784931,0,55.06261206,30.47686451,16.7426848,2.759912221,23.59839176,0,0,0,52.26690662,26.90471573,24.93080862,41.47121093,0,26.63287602,31.68458903,0,24.03794244,0,0,39.06438429,24.36258184,14.38314783,0,38.44489532,0,0,0,31.49328758,40.1802857,0,0,31.49024497,0,0,36.36773877,21.1228195,0,29.7410428,2.951383031,24.97118802,0,26.20287911,0,0,40.46586424,24.73645352,0,45.09647926,28.95915043,0,29.37461103,24.03794244,0,0,29.82594632,35.29141051,38.91730007,0,0,38.27477551,0,0,0,29.58780048,39.93445895,35.86502351,40.22312794,0,0,40.03975561,1.459872501,0,0,29.7410428,29.37461103,15.98719597,32.79027008,38.74875911,0,31.84761194,0,31.37537687,38.9065717,39.89922553,2.759912221,0,45.77976677,0,0,0,0,47.06881801,31.87589048,0,0,0,35.15427689,29.79007162,28.95915043
